data,projeto,financiado_por,descricao,item_cod,categoria,valor
29/01/2026,MORADA BELA II,CAMURIM,CERTIFICADO DIGITAL,4.2,DESPESAS EMPRESA,199
29/01/2026,MORADA BELA,CAMURIM,CASA DOS PARAFUSOS - PARAFUROS LONGOS,2.8,MATERIAL ELÉTRICA,28.5
29/01/2026,MORADA BELA,CAMURIM,MARCENEIRO - INSTALAÇÃO DAS PORTAS DE MADEIRA,2.19,ESQUADRIAS DE MADEIRA,840
30/01/2026,MORADA BELA,CAMURIM,VIEIRA CONSTRUÇÕES - REJUNTE,2.6,CERÂMICA/ARGAMASSA/REJUNTE,72
30/01/2026,MORADA BELA,CAMURIM,MRE ARMAZÉM - MAT ELÉTRICO,2.8,MATERIAL ELÉTRICA,118.5
30/01/2026,MORADA BELA,CAMURIM,COPYMAX - CÓPIAS,3.5,PLOTAGENS E IMPRESSÕES,8
30/01/2026,MORADA BELA II,CAMURIM,FOLHA MÃO DE OBRA - CAL,1.1,FOLHA MÃO DE OBRA CIVIL,2200
30/01/2026,MORADA BELA,CAMURIM,IDEAL GRANITOS - BALCÕES,2.15,BALCÕES E GRANITOS,5800
30/01/2026,MORADA BELA,CAMURIM,LEANDRO - CUBAS PARA BALCÕES,2.15,BALCÕES E GRANITOS,859
30/01/2026,MORADA BELA,CAMURIM,FOLHA INSTALAÇÕES ELÉTRICAS - MARADONA,1.3,FOLHA INSTALAÇÕES ELÉTRICAS,1700
30/01/2026,MORADA BELA,CAMURIM,ALUGUEIS - BETONEIRA (CASA DO CONSTRUTOR),2.11,"LOCAÇÃO DE EQUIPAMENTOS - RETRO, MUNCK, CONTAINER, OUTROS",303.45
03/02/2026,MORADA BELA II,CAMURIM,PRO LABORE - AYRSON,4.2,DESPESAS EMPRESA,6000
03/02/2026,MORADA BELA II,CAMURIM,PRO LABORE - ALEXANDRE,4.2,DESPESAS EMPRESA,3000
03/02/2026,MORADA BELA II,CAMURIM,PRO LABORE - CAIO,4.2,DESPESAS EMPRESA,3000
03/02/2026,MORADA BELA II,CAMURIM,THOMAS - FERRAGENS,2.5,FERRAGEM,4297.83
03/02/2026,MORADA BELA II,CAMURIM,THOMAS - FERRAGENS,2.5,FERRAGEM,2092.7
04/02/2026,MORADA BELA II,CAMURIM,GRÁFICA ATITUDE,3.5,PLOTAGENS E IMPRESSÕES,80
05/02/2026,MORADA BELA,CAMURIM,AGR - CONTABILIDADE ,4.2,DESPESAS EMPRESA,2000
06/02/2026,MORADA BELA II,CAMURIM,FOLHA MÃO DE OBRA - CAL,1.1,FOLHA MÃO DE OBRA CIVIL,4000
06/02/2026,MORADA BELA,CAMURIM,NB SERRALHARIA - ESQUADRIAS,2.14,ESQUADRIAS DE VIDRO,7200
09/02/2026,MORADA BELA II,CAMURIM,NAB COMERCIO - 50 SACOS DE CIMENTO,2.3,CIMENTO (50kg),1975
09/02/2026,MORADA BELA II,CAMURIM,THOMAS - FERRAGENS,2.5,FERRAGEM,3858
09/02/2026,MORADA BELA,CAMURIM,ALUGUEIS - ALUGUEL DE ANDAIMES (PRATICO),2.11,"LOCAÇÃO DE EQUIPAMENTOS - RETRO, MUNCK, CONTAINER, OUTROS",720
10/02/2026,MORADA BELA,ARCA,PAMESA - CERÂMICAS,2.6,CERÂMICA/ARGAMASSA/REJUNTE,3444.81
10/02/2026,MORADA BELA II,CAMURIM,ANDERSON - TIJOLOS ,2.4,TIJOLO,5200
10/02/2026,MORADA BELA II,CAMURIM,MADEREIRA CARPINA - TÁBUAS,2.7,MADEIRA,1590
13/02/2026,MORADA BELA II,ARCA,ALUGUEIS - CONTAINER,2.11,"LOCAÇÃO DE EQUIPAMENTOS - RETRO, MUNCK, CONTAINER, OUTROS",450
13/02/2026,MORADA BELA,ARCA,AM COMERCIAL - MAT ELÉTRICA,2.8,MATERIAL ELÉTRICA,2278.11
13/02/2026,MORADA BELA,ARCA,AM COMERCIAL - MAT ELÉTRICA,2.8,MATERIAL ELÉTRICA,107.64
13/02/2026,MORADA BELA II,CAMURIM,FOLHA MÃO DE OBRA - CAL,1.1,FOLHA MÃO DE OBRA CIVIL,5000
20/02/2026,MORADA BELA II,CAMURIM,FOLHA MÃO DE OBRA - CAL,1.1,FOLHA MÃO DE OBRA CIVIL,2900
25/02/2026,MORADA BELA II,CAMURIM,CERÂMICA RAIO DE LUZ - TIJOLOS,2.4,TIJOLO,5100
25/02/2026,MORADA BELA II,CAMURIM,3 CARRADAS DE AREIA,2.1,AREIA,3700
25/02/2026,MORADA BELA II,CAMURIM,1 CARRADA DE BRITA,2.2,BRITA,1500
25/02/2026,MORADA BELA II,CAMURIM,ALUGUEIS - CAÇAMBA RETIRADA DE MATERIAL,2.11,"LOCAÇÃO DE EQUIPAMENTOS - RETRO, MUNCK, CONTAINER, OUTROS",1200
25/02/2026,MORADA BELA II,CAMURIM,ALUGUEIS - RETRO ATERRO DO TERRENO,2.11,"LOCAÇÃO DE EQUIPAMENTOS - RETRO, MUNCK, CONTAINER, OUTROS",2300
25/02/2026,MORADA BELA II,CAMURIM,CIA BRAS - CIMENTO,2.5,FERRAGEM,4902.8
25/02/2026,MORADA BELA II,CAMURIM,ARMAZÉM DOIS IRMÃOS - ARGAMASSA POLIMÉRICA,2.12,MATERIAIS DIVERSOS,122.5
25/02/2026,MORADA BELA II,CAMURIM,ARMAZÉM DOIS IRMÃOS - ARGAMASSA POLIMÉRICA + BROCHA,2.12,MATERIAIS DIVERSOS,137
27/02/2026,MORADA BELA II,CAMURIM,FOLHA MÃO DE OBRA - CAL,1.1,FOLHA MÃO DE OBRA CIVIL,5000
27/02/2026,MORADA BELA II,CAMURIM,REEMBOLSO CAL - GASOLINA E ALUGUEL DO COMPACTADOR,2.11,"LOCAÇÃO DE EQUIPAMENTOS - RETRO, MUNCK, CONTAINER, OUTROS",200
27/02/2026,MORADA BELA II,CAMURIM,M.O EXTRA PARA LAJÃO,1.1,FOLHA MÃO DE OBRA CIVIL,400
27/02/2026,MORADA BELA II,CAMURIM,ALUGUEIS - RETRO LIMPEZA DO TERRENO,2.11,"LOCAÇÃO DE EQUIPAMENTOS - RETRO, MUNCK, CONTAINER, OUTROS",920
27/02/2026,MORADA BELA II,CAMURIM,JOÃO BOSCO - FERRAGENS,2.5,FERRAGEM,830
27/02/2026,MORADA BELA II,CAMURIM,BELO LAJES - LAJE FOSSA E RESERV,2.23,"VERGAS E LAJES (FOSSA, SUMI, RESERV, CAIXA DÁGUA)",1220
02/03/2026,MORADA BELA II,CAMURIM,TREVO FERRAGENS - PREGO E ARAME,2.22,"ARAME, DISCO E PREGO",262.5
02/03/2026,MORADA BELA II,CAMURIM,TREVO FERRAGENS - FERRAGENS,2.5,FERRAGEM,5352
02/03/2026,MORADA BELA II,CAMURIM,BELO LAJES - 1ª LAJE,2.16,LAJE,4803.2
02/03/2026,MORADA BELA,CAMURIM,FOLHA INSTALAÇÕES HIDRÁULICAS - JÓ,1.2,FOLHA INSTALAÇÕES HIDRÁULICAS,600
02/03/2026,MORADA BELA II,CAMURIM,PRO LABORE - AYRSON,4.2,DESPESAS EMPRESA,6000
02/03/2026,MORADA BELA II,CAMURIM,PRO LABORE - ALEXANDRE,4.2,DESPESAS EMPRESA,3000
02/03/2026,MORADA BELA II,CAMURIM,PRO LABORE - CAIO,4.2,DESPESAS EMPRESA,3000
04/03/2026,MORADA BELA II,CAMURIM,CIMENTO,2.3,CIMENTO (50kg),4902.8
05/03/2026,MORADA BELA II,CAMURIM,AGR - CONTABILIDADE ,4.2,DESPESAS EMPRESA,1000
06/03/2026,MORADA BELA II,CAMURIM,FOLHA MÃO DE OBRA - CAL,1.1,FOLHA MÃO DE OBRA CIVIL,5000
06/03/2026,MORADA BELA II,CAMURIM,REEMBOLSO CAL - MATERIAIS,2.12,MATERIAIS DIVERSOS,248
10/03/2026,MORADA BELA II,CAMURIM,CONCRETO USINADO - 1ª LAJE,2.20,CONCRETO USINADO,6400
10/03/2026,MORADA BELA,ARCA,PAMESA - CERÂMICAS,2.6,CERÂMICA/ARGAMASSA/REJUNTE,3444.81
10/03/2026,MORADA BELA II,CAMURIM,ALUGUEIS - ALUGUEL DE ANDAIMES E ESCORAS (PRATICO),2.11,"LOCAÇÃO DE EQUIPAMENTOS - RETRO, MUNCK, CONTAINER, OUTROS",1780
11/03/2026,MORADA BELA II,CAMURIM,ALUGUEIS - BETONEIRA (CASA DO CONSTRUTOR),2.11,"LOCAÇÃO DE EQUIPAMENTOS - RETRO, MUNCK, CONTAINER, OUTROS",330.02
11/03/2026,MORADA BELA II,CAMURIM,ALUGUEIS - BETONEIRA (CASA DO CONSTRUTOR),2.11,"LOCAÇÃO DE EQUIPAMENTOS - RETRO, MUNCK, CONTAINER, OUTROS",330.02
11/03/2026,MORADA BELA,CAMURIM,MORADA BELA - INSTITUIÇÃO DE CONDOMÍNIO PÚBLICA,3.13,AFETAÇÃO,1244.52
11/03/2026,MORADA BELA II,CAMURIM,CERÂMICA RAIO DE LUZ - TIJOLOS,2.4,TIJOLO,5300
13/03/2026,MORADA BELA II,ARCA,ALUGUEIS - CONTAINER,2.11,"LOCAÇÃO DE EQUIPAMENTOS - RETRO, MUNCK, CONTAINER, OUTROS",450
13/03/2026,MORADA BELA,CAMURIM,MORADA BELA - ATUALIZAÇÃO DE CERTIDÃO,3.13,AFETAÇÃO,49.78
13/03/2026,MORADA BELA II,CAMURIM,ALUGUEIS - RETROESCAVADEIRA (ROGÉRIO LOCAÇÕES),2.11,"LOCAÇÃO DE EQUIPAMENTOS - RETRO, MUNCK, CONTAINER, OUTROS",350
13/03/2026,MORADA BELA II,CAMURIM,1 CARRADA DE BRITA,2.2,BRITA,1500
13/03/2026,MORADA BELA II,CAMURIM,1 CARRADA DE AREIA,2.1,AREIA,1250
13/03/2026,MORADA BELA II,CAMURIM,1 CARRADA DE AREIA,2.1,AREIA,1200
13/03/2026,MORADA BELA II,CAMURIM,FOLHA MÃO DE OBRA - CAL,1.1,FOLHA MÃO DE OBRA CIVIL,5200
16/03/2026,MORADA BELA,ARCA,AM COMERCIAL - MAT ELÉTRICA,2.8,MATERIAL ELÉTRICA,2278.11
16/03/2026,MORADA BELA,ARCA,AM COMERCIAL - MAT ELÉTRICA,2.8,MATERIAL ELÉTRICA,107.64
18/03/2026,MORADA BELA II,CAMURIM,"BELO LAJES - LAJE FOSSA, ESCADA E VERGAS",2.23,"VERGAS E LAJES (FOSSA, SUMI, RESERV, CAIXA DÁGUA)",1112
18/03/2026,MORADA BELA II,CAMURIM,BELO LAJES - 2ª LAJE,2.16,LAJE,5187
18/03/2026,MORADA BELA II,CAMURIM,MADEREIRA CARPINA - TÁBUAS,2.7,MADEIRA,1375
18/03/2026,MORADA BELA II,CAMURIM,TREVO FERRAGENS - FERRAGENS,2.5,FERRAGEM,3227.2
20/03/2026,MORADA BELA II,CAMURIM,FOLHA MÃO DE OBRA - CAL,1.1,FOLHA MÃO DE OBRA CIVIL,5200
20/03/2026,MORADA BELA II,CAMURIM,FOLHA INSTALAÇÕES ELÉTRICAS - MARADONA,1.3,FOLHA INSTALAÇÕES ELÉTRICAS,1000
23/03/2026,MORADA BELA,CAMURIM,MORADA BELA - CERTIDÕES DE PROTESTO RECIFE,3.13,AFETAÇÃO,18.21
23/03/2026,MORADA BELA,CAMURIM,MORADA BELA - CERTIDÕES DE PROTESTO RECIFE,3.13,AFETAÇÃO,18.21
23/03/2026,MORADA BELA,CAMURIM,MORADA BELA - CERTIDÕES DE PROTESTO RECIFE,3.13,AFETAÇÃO,18.21
23/03/2026,MORADA BELA,CAMURIM,MORADA BELA - CERTIDÕES DE PROTESTO RECIFE,3.13,AFETAÇÃO,18.21
25/03/2026,MORADA BELA II,CAMURIM,MUNDO DA IMPERMEABILIZAÇÃO - ADITIVO REBOCO/CISTERNA,2.12,MATERIAIS DIVERSOS,230
27/03/2026,MORADA BELA II,CAMURIM,FOLHA MÃO DE OBRA - CAL,1.1,FOLHA MÃO DE OBRA CIVIL,7000
27/03/2026,MORADA BELA II,CAMURIM,REEMBOLSO CAL - MATERIAIS,2.12,MATERIAIS DIVERSOS,652
27/03/2026,MORADA BELA II,CAMURIM,1 CARRADA DE AREIA,2.1,AREIA,1300
27/03/2026,MORADA BELA II,CAMURIM,ELIEZER - GRADES DE PORTA E ALISARES,2.19,ESQUADRIAS DE MADEIRA,1960
28/03/2026,MORADA BELA II,CAMURIM,CONCRETO USINADO - 2ª LAJE,2.20,CONCRETO USINADO,5800
30/03/2026,MORADA BELA II,CAMURIM,TREVO FERRAGENS - FERRAGENS,2.5,FERRAGEM,460
30/03/2026,MORADA BELA II,CAMURIM,1 CARRADA DE AREIA,2.1,AREIA,1300
30/03/2026,MORADA BELA II,CAMURIM,FOLHA INSTALAÇÕES ELÉTRICAS - MARADONA,1.3,FOLHA INSTALAÇÕES ELÉTRICAS,1000
30/03/2026,MORADA BELA II,CAMURIM,CIMENTO FORTE - CIMENTO FATURADO,2.3,CIMENTO (50kg),4902.8
31/03/2026,LOTE 16 QAH,CAMURIM,TAXA DE CESSÃO TROCA DE LOTE ,3.1,COMPRA DO LOTE,400
01/04/2026,MORADA BELA II,CAMURIM,ALUGUEIS - BETONEIRA (CASA DO CONSTRUTOR),2.11,"LOCAÇÃO DE EQUIPAMENTOS - RETRO, MUNCK, CONTAINER, OUTROS",330.02
02/04/2026,MORADA BELA II,CAMURIM,FOLHA MÃO DE OBRA - CAL,1.1,FOLHA MÃO DE OBRA CIVIL,5500
02/04/2026,MORADA BELA II,CAMURIM,REEMBOLSO CAL - MATERIAIS,2.12,MATERIAIS DIVERSOS,163.2
02/04/2026,MORADA BELA,CAMURIM,REEMBOLSO CAL - RETOQUE PINTURA,4.1,DESPESA EXTRA,240
02/04/2026,MORADA BELA,CAMURIM,REEMBOLSO CAL - RETOQUE GESSO,4.1,DESPESA EXTRA,100
02/04/2026,MORADA BELA II,CAMURIM,QUITAÇÃO DE IPTU LOTE 17AH,3.15,IPTU,59.15
02/04/2026,LOTE 16 QAH,CAMURIM,QUITAÇÃO DE IPTU LOTE 16AH,3.15,IPTU,73.94
02/04/2026,LOTE 16 QAH,CAMURIM,QUITAÇÃO DE IPTU LOTE 16AH,3.15,IPTU,252.51
02/04/2026,MORADA BELA II,CAMURIM,IBTI - LOTE 17AH,3.2,TAXAS REGISTRO DO LOTE/AVERBAÇÕES LOTE,1306.25
02/04/2026,LOTE 16 QAH,CAMURIM,ITBI - LOTE 16AH,3.2,TAXAS REGISTRO DO LOTE/AVERBAÇÕES LOTE,1306.25
02/04/2026,MORADA BELA II,CAMURIM,REGISTRO DA ESCRITURA - LOTE 17AH,3.2,TAXAS REGISTRO DO LOTE/AVERBAÇÕES LOTE,2194.5
02/04/2026,LOTE 16 QAH,CAMURIM,REGISTRO DA ESCRITURA - LOTE 18AH,3.2,TAXAS REGISTRO DO LOTE/AVERBAÇÕES LOTE,2194.5
02/04/2026,LOTE 27AX,CAMURIM,REGISTRO DA ESCRITURA - LOTE 27AX,3.2,TAXAS REGISTRO DO LOTE/AVERBAÇÕES LOTE,2194.5
02/04/2026,LOTE 32AX,CAMURIM,REGISTRO DA ESCRITURA - LOTE 32AX,3.2,TAXAS REGISTRO DO LOTE/AVERBAÇÕES LOTE,2194.5
06/04/2026,MORADA BELA II,CAMURIM,CIMENTO FORTE - CIMENTO FATURADO,2.3,CIMENTO (50kg),4902.8
06/04/2026,MORADA BELA II,CAMURIM,PRO LABORE - AYRSON,4.2,DESPESAS EMPRESA,6000
06/04/2026,MORADA BELA II,CAMURIM,PRO LABORE - ALEXANDRE,4.2,DESPESAS EMPRESA,3000
06/04/2026,MORADA BELA II,CAMURIM,PRO LABORE - CAIO,4.2,DESPESAS EMPRESA,3000
06/04/2026,MORADA BELA II,CAMURIM,AGR - CONTABILIDADE ,4.2,DESPESAS EMPRESA,1000
06/04/2026,MORADA BELA II,CAMURIM,CERTIDÃO INTEIRO TEOR - LOTE 17AH,3.3,DESPESAS CARTORIAIS,62.6325
06/04/2026,LOTE 16 QAH,CAMURIM,CERTIDÃO INTEIRO TEOR - LOTE 16AH,3.3,DESPESAS CARTORIAIS,62.6325
06/04/2026,LOTE 27AX,CAMURIM,CERTIDÃO INTEIRO TEOR - LOTE 27AX,3.3,DESPESAS CARTORIAIS,62.6325
06/04/2026,LOTE 32AX,CAMURIM,CERTIDÃO INTEIRO TEOR - LOTE 32AX,3.3,DESPESAS CARTORIAIS,62.6325
09/04/2026,MORADA BELA II,CAMURIM,REGISTRO DA ESCRITURA - LOTE 17AH,3.2,TAXAS REGISTRO DO LOTE/AVERBAÇÕES LOTE,138.055
09/04/2026,LOTE 16 QAH,CAMURIM,REGISTRO DA ESCRITURA - LOTE 18AH,3.2,TAXAS REGISTRO DO LOTE/AVERBAÇÕES LOTE,138.055
09/04/2026,LOTE 27AX,CAMURIM,REGISTRO DA ESCRITURA - LOTE 27AX,3.2,TAXAS REGISTRO DO LOTE/AVERBAÇÕES LOTE,138.055
09/04/2026,LOTE 32AX,CAMURIM,REGISTRO DA ESCRITURA - LOTE 32AX,3.2,TAXAS REGISTRO DO LOTE/AVERBAÇÕES LOTE,138.055
09/04/2026,MORADA BELA II,CAMURIM,RRT - PROJETO LOTE 17AH,3.4,PROJETO ARQUITETURA/ART,130.64
09/04/2026,MORADA BELA II,CAMURIM,RRT - PROJETO LOTE 17AH,3.4,PROJETO ARQUITETURA/ART,130.64
10/04/2026,MORADA BELA II,CAMURIM,FOLHA MÃO DE OBRA - CAL,1.1,FOLHA MÃO DE OBRA CIVIL,5200
10/04/2026,MORADA BELA,CAMURIM,REEMBOLSO CAL - PÓS OBRA HIDRO,2.9,MATERIAL HIDRÁULICO,150
10/04/2026,MORADA BELA II,CAMURIM,FOLHA INSTALAÇÕES ELÉTRICAS - MARADONA,1.3,FOLHA INSTALAÇÕES ELÉTRICAS,2500
13/04/2026,MORADA BELA II,ARCA,ALUGUEIS - CONTAINER,2.11,"LOCAÇÃO DE EQUIPAMENTOS - RETRO, MUNCK, CONTAINER, OUTROS",450
15/04/2026,MORADA BELA II,CAMURIM,BELO LAJES - LAJE CAIXA DAGUA,2.23,"VERGAS E LAJES (FOSSA, SUMI, RESERV, CAIXA DÁGUA)",429
15/04/2026,MORADA BELA II,CAMURIM,TREVO FERRAGENS - TELAS,2.5,FERRAGEM,236
15/04/2026,MORADA BELA II,CAMURIM,1 CARRADA DE AREIA,2.1,AREIA,1300
15/04/2026,MORADA BELA II,CAMURIM,CERÂMICA - FRETE,2.6,CERÂMICA/ARGAMASSA/REJUNTE,2100
15/04/2026,LOTE 16 QAH,CAMURIM,ITBI - LOTE 16AH,3.2,TAXAS REGISTRO DO LOTE/AVERBAÇÕES LOTE,356.25
15/04/2026,MORADA BELA II,CAMURIM,TREVO FERRAGENS - FERRAGENS,2.5,FERRAGEM,1137.5
15/04/2026,MORADA BELA II,CAMURIM,1 CARRADA DE AREIA,2.1,AREIA,1400
17/04/2026,MORADA BELA II,CAMURIM,MADEREIRA CARPINA - TELHAS,2.24,TELHAS,3610
17/04/2026,MORADA BELA II,CAMURIM,MASSA PRONTA - ARGAMASSA E REJUNTE,2.6,CERÂMICA/ARGAMASSA/REJUNTE,3254.06
17/04/2026,MORADA BELA II,CAMURIM,FOLHA MÃO DE OBRA - CAL,1.1,FOLHA MÃO DE OBRA CIVIL,7200
17/04/2026,MORADA BELA,CAMURIM,REEMBOLSO CAL - PÓS OBRA PINTURA,4.1,DESPESA EXTRA,250
17/04/2026,MORADA BELA,CAMURIM,REEMBOLSO CAL - PÓS OBRA LIMPEZA GERAL,4.1,DESPESA EXTRA,300
17/04/2026,MORADA BELA II,CAMURIM,FORRO DE GESSO - MÃO DE OBRA/MATERIAL,2.21,GESSO,6300
22/04/2026,MORADA BELA,CAMURIM,DESPESAS CARTORIAIS DE REGISTRO DA AFETAÇÃO,3.13,AFETAÇÃO,5575.23
23/04/2026,MORADA BELA II,CAMURIM,AM COMÉRCIAL - MATERIAL ELÉTRICO,2.8,MATERIAL ELÉTRICA,2299.6400000000003
23/04/2026,MORADA BELA II,CAMURIM,AM COMÉRCIAL - MATERIAL HIDRO,2.9,MATERIAL HIDRÁULICO,574.9099999999999
23/04/2026,MORADA BELA II,CAMURIM,NB SERRALHARIA - JANELAS E PORTÕES (1ª PARCELA),2.17,PORTÕES DE FERRO,3000
23/04/2026,MORADA BELA II,CAMURIM,NB SERRALHARIA - JANELAS E PORTÕES (1ª PARCELA),2.14,ESQUADRIAS DE VIDRO,7800
23/04/2026,MORADA BELA II,CAMURIM,ALUGUEIS - ANDAIMES E ESCORAS (PRÁTICO),2.11,"LOCAÇÃO DE EQUIPAMENTOS - RETRO, MUNCK, CONTAINER, OUTROS",1496
24/04/2026,MORADA BELA II,CAMURIM,FOLHA MÃO DE OBRA - CAL,1.1,FOLHA MÃO DE OBRA CIVIL,6200
24/04/2026,MORADA BELA II,CAMURIM,REEMBOLSO CAL - ARGAMASSA,2.6,CERÂMICA/ARGAMASSA/REJUNTE,200
24/04/2026,MORADA BELA II,CAMURIM,REEMBOLSO CAL - ESPAÇADORES PARA ASSENTAMENTO,2.6,CERÂMICA/ARGAMASSA/REJUNTE,89
27/04/2026,MORADA BELA II,CAMURIM,TINTAS BRAVA - TINTAS,2.10,MATERIAL PINTURA,5974
29/04/2026,LOTE 16 QAH,ARCA,ART - LOTE 16AH,3.4,PROJETO ARQUITETURA/ART,285.59
30/04/2026,MORADA BELA II,CAMURIM,ALUGUEIS - BETONEIRA (CASA DO CONSTRUTOR),2.11,"LOCAÇÃO DE EQUIPAMENTOS - RETRO, MUNCK, CONTAINER, OUTROS",330.02
30/04/2026,MORADA BELA II,CAMURIM,FOLHA MÃO DE OBRA - CAL,1.1,FOLHA MÃO DE OBRA CIVIL,6000
30/04/2026,MORADA BELA II,CAMURIM,REEMBOLSO CAL - MATERIAL DIVERSO,2.12,MATERIAIS DIVERSOS,150
30/04/2026,MORADA BELA II,CAMURIM,1 CARRADA AREIA LAVADA,2.1,AREIA,1400
30/04/2026,LOTE 16 QAH,CAMURIM,COPY MAX - PLOTAGEM PROJETOS,3.5,PLOTAGENS E IMPRESSÕES,77
30/04/2026,MORADA BELA II,CAMURIM,FOLHA INSTALAÇÕES ELÉTRICAS - MARADONA,1.3,FOLHA INSTALAÇÕES ELÉTRICAS,1000
02/05/2026,MORADA BELA II,CAMURIM,ALMEIDA DISTRIBUIDORA - MAT ELÉTRICA,2.8,MATERIAL ELÉTRICA,3845.07
05/05/2026,MORADA BELA II,CAMURIM,TREVO FERRAGENS - ARAME E PREGO,2.22,"ARAME, DISCO E PREGO",56
05/05/2026,MORADA BELA II,CAMURIM,TREVO FERRAGENS - POSTE,2.8,MATERIAL ELÉTRICA,400
05/05/2026,MORADA BELA II,CAMURIM,PREFEITURA DE CARPINA - TAXA ALVARÁ DE CONSTRUÇÃO,3.7,TAXA APROVAÇÃO PROJETO,1646.04
05/05/2026,LOTE 16 QAH,CAMURIM,PREFEITURA DE CARPINA - TAXA ALVARÁ DE CONSTRUÇÃO,3.7,TAXA APROVAÇÃO PROJETO,1646.04
08/05/2026,MORADA BELA II,CAMURIM,AGR - CONTABILIDADE ,4.2,DESPESAS EMPRESA,1000
08/05/2026,MORADA BELA II,CAMURIM,PREFEITURA DE CARPINA - TAXA DE CERTIDÃO NARRATIVA,3.2,TAXAS REGISTRO DO LOTE/AVERBAÇÕES LOTE,270
08/05/2026,MORADA BELA,CAMURIM,PREFEITURA DE CARPINA - TAXA DE CERTIDÃO NARRATIVA,3.2,TAXAS REGISTRO DO LOTE/AVERBAÇÕES LOTE,270
08/05/2026,LOTE 16 QAH,CAMURIM,PREFEITURA DE CARPINA - TAXA DE CERTIDÃO NARRATIVA,3.2,TAXAS REGISTRO DO LOTE/AVERBAÇÕES LOTE,270
08/05/2026,LOTE 27AX,CAMURIM,PREFEITURA DE CARPINA - TAXA DE CERTIDÃO NARRATIVA,3.2,TAXAS REGISTRO DO LOTE/AVERBAÇÕES LOTE,270
08/05/2026,MORADA BELA II,CAMURIM,FOLHA MÃO DE OBRA - CAL,1.1,FOLHA MÃO DE OBRA CIVIL,7000
08/05/2026,MORADA BELA II,CAMURIM,FOLHA PINTURA - ADAILTON,1.4,FOLHA PINTURA,2750
08/05/2026,MORADA BELA II,ARCA,PAMESA CERAMICA - 1ª PARCELA,2.6,CERÂMICA/ARGAMASSA/REJUNTE,4530.09
10/05/2026,MORADA BELA II,CAMURIM,2001 - CAIXAS DÁGUA,2.9,MATERIAL HIDRÁULICO,2188.8
12/05/2026,MORADA BELA II,CAMURIM,SABINO DE MELO - PORTAS,2.19,ESQUADRIAS DE MADEIRA,1414
12/05/2026,MORADA BELA II,CAMURIM,ALMEIDA DISTRIBUIDORA - MATERIAL HIDRO,2.9,MATERIAL HIDRÁULICO,2299
13/05/2026,MORADA BELA II,CAMURIM,RC COMÉRCIO - LUMINÁRIAS,2.8,MATERIAL ELÉTRICA,861.91
14/05/2026,MORADA BELA II,ARCA,ALUGUEIS - CONTAINER,2.11,"LOCAÇÃO DE EQUIPAMENTOS - RETRO, MUNCK, CONTAINER, OUTROS",495.45
15/05/2026,MORADA BELA II,CAMURIM,FOLHA MÃO DE OBRA - CAL,1.1,FOLHA MÃO DE OBRA CIVIL,3800
15/05/2026,LOTE 16 QAH,CAMURIM,LOTE 16 QAH - PROJETO ARQUITETURA,3.4,PROJETO ARQUITETURA/ART,750
15/05/2026,MORADA BELA II,CAMURIM,FOLHA INSTALAÇÕES ELÉTRICAS - MARADONA,1.3,FOLHA INSTALAÇÕES ELÉTRICAS,1000
15/05/2026,LOTE 16 QAH,CAMURIM,LOTE 16 QAH - PROJETO ARQUITETURA,3.4,PROJETO ARQUITETURA/ART,1500
15/05/2026,MORADA BELA II,CAMURIM,ALUGUEIS - BETONEIRA (CASA DO CONSTRUTOR),2.11,"LOCAÇÃO DE EQUIPAMENTOS - RETRO, MUNCK, CONTAINER, OUTROS",120
15/05/2026,MORADA BELA II,CAMURIM,ALMEIDA DISTRIBUIDORA - FECHADURAS E DOBRADIÇAS,2.19,ESQUADRIAS DE MADEIRA,624.4
15/05/2026,MORADA BELA II,CAMURIM,ALUGUEIS - ANDAIMES E ESCORAS (PRÁTICO),2.11,"LOCAÇÃO DE EQUIPAMENTOS - RETRO, MUNCK, CONTAINER, OUTROS",504
20/05/2026,MORADA BELA,CAMURIM,MUNDO DA IMPERMEABILIZAÇÃO - ADITIVO IMPERMEABILIZANTE,4.1,DESPESA EXTRA,135
20/05/2026,MORADA BELA II,CAMURIM,PREFEITURA DE CARPINA - TAXA HABITESE,3.9,HABITESE (TAXA/ISS/AVERBAÇÃO),557.91
20/05/2026,MORADA BELA II,CAMURIM,PREFEITURA DE CARPINA - TAXA HABITESE,3.9,HABITESE (TAXA/ISS/AVERBAÇÃO),557.91
20/05/2026,MORADA BELA II,CAMURIM,PREFEITURA DE CARPINA - TAXA HABITESE,3.9,HABITESE (TAXA/ISS/AVERBAÇÃO),616.68
20/05/2026,MORADA BELA II,CAMURIM,PREFEITURA DE CARPINA - TAXA HABITESE,3.9,HABITESE (TAXA/ISS/AVERBAÇÃO),616.68
22/05/2026,MORADA BELA II,CAMURIM,FOLHA INSTALAÇÕES ELÉTRICAS - MARADONA,1.3,FOLHA INSTALAÇÕES ELÉTRICAS,500
22/05/2026,MORADA BELA II,CAMURIM,FOLHA MÃO DE OBRA - CAL,1.1,FOLHA MÃO DE OBRA CIVIL,2000
22/05/2026,MORADA BELA II,CAMURIM,REEMBOLSO CAL - MATERIAIS DIVERSOS,2.12,MATERIAIS DIVERSOS,501
